Suburbasd,Address,Pricesdasd,SellerG,,,,,,,Suburb,Prices
Armadale,31 Hume St,1900000,Jellis,,,,,,,,
Armadale,10/581 Orrong Rd,440000,Jellis,,,,,,,,
Armadale,7/579 Dandenong Rd,490000,Ray,,,,,,,,
Armadale,19 Glassford St,2365000,Marshall,,,,,,,,
Armadale,14 New St,1300000,Jellis,,,,,,,,
Armadale,7/501 Orrong Rd,732000,Gary,,,,,,,,
Armadale,6/51 Armadale St,704000,Greg,,,,,,,,
Armadale,12/41 Kooyong Rd,620000,Marshall,,,,,,,,
Armadale,63 Denbigh Rd,1900000,Marshall,,,,,,,,
Armadale,13/56 Sutherland Rd,315000,Fletchers,,,,,,,,
Armadale,48 Barkly Av,1992000,Jellis,,,,,,,,
Armadale,7/22 Derby St,450000,hockingstuart,,,,,,,,
Armadale,10/51 Armadale St,710000,Jellis,,,,,,,,
Armadale,2/377 Dandenong Rd,872000,Jellis,,,,,,,,
Armadale,1/14 Denbigh Rd,598000,hockingstuart,,,,,,,,
Armadale,75 Sutherland Rd,1285000,Marshall,,,,,,,,
Armadale,61 Union St,3660000,Jellis,,,,,,,,
Armadale,1/403 Dandenong Rd,520000,hockingstuart,,,,,,,,
Armadale,7 Lambeth Av,2760000,Marshall,,,,,,,,
Armadale,10/507 Dandenong Rd,690000,Jellis,,,,,,,,
Armadale,44 Denbigh Rd,3625000,Jellis,,,,,,,,
Armadale,44 Hampden Rd,4200000,Kay,,,,,,,,
Armadale,3/769 High St,1101000,Jellis,,,,,,,,
Armadale,4 Mercer Rd,3512500,Marshall,,,,,,,,
Armadale,17 Kooyong Rd,2000000,Marshall,,,,,,,,
Armadale,1/31 Mercer Rd,869000,Jellis,,,,,,,,
Armadale,8/507 Dandenong Rd,577000,Jellis,,,,,,,,
Armadale,37 Lambeth Av,2865000,Marshall,,,,,,,,
Armadale,16 Llaneast St,2810000,Marshall,,,,,,,,
Armadale,2/532 Orrong Rd,565000,Ray,,,,,,,,
Armadale,5/555 Orrong Rd,567000,hockingstuart,,,,,,,,
Armadale,3/50 Denbigh Rd,546000,hockingstuart,,,,,,,,
Armadale,7/844 Malvern Rd,471500,Ray,,,,,,,,
Ascot Vale,2/43 Roxburgh St,455000,Nelson,,,,,,,,
Ascot Vale,30 Rothwell St,940000,Nelson,,,,,,,,
Ascot Vale,9/5 Rothwell St,467000,Brad,,,,,,,,
Ascot Vale,42 Archer Av,895000,Nelson,,,,,,,,
Ascot Vale,7 Francis St,1380000,Nelson,,,,,,,,
Ascot Vale,2/21 Harold St,490000,Jellis,,,,,,,,
Ascot Vale,44 The Parade,1850000,Brad,,,,,,,,
Ascot Vale,97 Walter St,1284000,Woodards,,,,,,,,
Ascot Vale,98 Epsom Rd,971000,Nelson,,,,,,,,
Ascot Vale,8 Geddes St,710000,Nelson,,,,,,,,
Ascot Vale,75 Maribyrnong Rd,2425000,Brad,,,,,,,,
Ascot Vale,119 Roseberry St,750000,Maddison,,,,,,,,
Ascot Vale,25 Station Av,840000,Brad,,,,,,,,
Ascot Vale,10 Fenton St,1053000,Nelson,,,,,,,,
Ascot Vale,10 McCully St,1377000,Nelson,,,,,,,,
Ascot Vale,120 Epsom Rd,970000,Brad,,,,,,,,
Ascot Vale,47 Hurtle St,940000,Nelson,,,,,,,,
Ascot Vale,63 Kent St,751000,Nelson,,,,,,,,
Ascot Vale,4 The Parade,950000,Raine,,,,,,,,
Ascot Vale,1/17 Epsom Rd,685000,Brad,,,,,,,,
Ascot Vale,41 Monash St,1230000,Nelson,,,,,,,,
Ascot Vale,2/78 Ormond Rd,636500,Jellis,,,,,,,,
Ascot Vale,83 Roseberry St,910000,Raine,,,,,,,,
Ascot Vale,7a Station Av,872500,Jellis,,,,,,,,
Ascot Vale,51 Francis St,770000,Nelson,,,,,,,,
Ascot Vale,5/39 Sandown Rd,490000,Alexkarbon,,,,,,,,
Ascot Vale,33 Dalgety Dr,960000,Walshe,,,,,,,,
Ascot Vale,12 Mirams St,890000,Raine,,,,,,,,
Ascot Vale,2 The Parade,965000,Nelson,,,,,,,,
Ascot Vale,17 Aspect Av,1200000,Nelson,,,,,,,,
Ascot Vale,78 The Parade,1440000,Nelson,,,,,,,,
Ascot Vale,11 Ascot St,955000,Woodards,,,,,,,,
Ascot Vale,24/54 Epsom Rd,450000,Nelson,,,,,,,,
Ascot Vale,2 Farncomb St,801000,Jellis,,,,,,,,
Ascot Vale,6 Leonard Cr,770000,Rendina,,,,,,,,
Ascot Vale,26 Newsom St,1000000,Brad,,,,,,,,
Ascot Vale,8 Pentland St,1435000,Nelson,,,,,,,,
Ascot Vale,8/129 The Parade,390000,Alexkarbon,,,,,,,,
Ascot Vale,52 Monash St,1425000,Jellis,,,,,,,,
Ascot Vale,32 Myross Av,925000,Nelson,,,,,,,,
Ascot Vale,58 Fenton St,1340000,Nelson,,,,,,,,
Ascot Vale,70 Munro St,955000,Brad,,,,,,,,
Ascot Vale,1 Nairn Av,1075000,Jellis,,,,,,,,
Ascot Vale,125 Epsom Rd,1100000,Nelson,,,,,,,,
Ascot Vale,33 Hockey La,1255000,Nelson,,,,,,,,
Ascot Vale,55 Hunt Cr,1483000,Brad,,,,,,,,
Ascot Vale,3/28 Ormond Rd,432000,Biggin,,,,,,,,
Ascot Vale,7 Angler Pde,1640000,Raine,,,,,,,,
Ascot Vale,26 Ayr St,1430000,Nelson,,,,,,,,
Ascot Vale,2/127 Epsom Rd,610000,Brad,,,,,,,,
Ascot Vale,57 The Parade,940000,Nelson,,,,,,,,
Ascot Vale,62 Mirams St,890000,Brad,,,,,,,,
Ascot Vale,4 Morphett Av,1505000,Brad,,,,,,,,
Ascot Vale,67 Hurtle St,1180000,Brad,,,,,,,,
Ascot Vale,95 Walter St,1480000,Raine,,,,,,,,
Ascot Vale,15 Bayview Tce,1150000,Brad,,,,,,,,
Ascot Vale,57 Monash St,1350000,Brad,,,,,,,,
Ascot Vale,54 South St,1905000,Nelson,,,,,,,,
Ascot Vale,3/8 Walter St,865000,Nelson,,,,,,,,
Ascot Vale,2/225 Maribyrnong Rd,705000,Brad,,,,,,,,
Ascot Vale,12/9 Milton St,442000,Alexkarbon,,,,,,,,
Ascot Vale,107/8 Burrowes St,540000,Jellis,,,,,,,,
Ascot Vale,21A Geddes St,1037500,Alexkarbon,,,,,,,,
Ascot Vale,1/20 Newsom St,1050000,Jellis,,,,,,,,
Ascot Vale,4/27 Roseberry St,440000,McDonald,,,,,,,,
Ascot Vale,126 The Parade,1010000,Brad,,,,,,,,
Ascot Vale,43 Bloomfield Rd,1430000,Nelson,,,,,,,,
Ascot Vale,6/17 Geddes St,570000,Nelson,,,,,,,,
Ascot Vale,1/60 The Parade,690000,Brad,,,,,,,,
Ascot Vale,3 Aspect Av,1070000,Nelson,,,,,,,,
Ascot Vale,45 Bloomfield Rd,1291000,Brad,,,,,,,,
Ascot Vale,21 Middle St,1130000,Nelson,,,,,,,,
Ascot Vale,78 Francis St,1135000,Brad,,,,,,,,
Ascot Vale,25 Geddes St,950000,Nelson,,,,,,,,
Ascot Vale,106/246 Union Rd,790000,Weda,,,,,,,,
Ascot Vale,18/54 Epsom Rd,390000,Jellis,,,,,,,,
Ascot Vale,15 Mirams St,1345000,Jellis,,,,,,,,
Ascot Vale,6/37 Myrnong Cr,296000,Woodards,,,,,,,,
Ascot Vale,44 Walter St,1381500,Barry,,,,,,,,
Ascot Vale,25 Dalgety Dr,940000,Jellis,,,,,,,,
Ascot Vale,7 Dalgety Dr,995000,Nelson,,,,,,,,
Ascot Vale,37 Epsom Rd,1050000,Frank,,,,,,,,
Ascot Vale,6 Waller Ct,786000,Brad,,,,,,,,
Ascot Vale,17 Ascot St,705000,Nelson,,,,,,,,
Ascot Vale,19 Dunlop Av,660000,Nelson,,,,,,,,
Ascot Vale,73 Kent St,760000,Nelson,,,,,,,,
Ascot Vale,9/129 The Parade,487500,Hodges,,,,,,,,
Ascot Vale,20 Charles St,1125000,Nelson,,,,,,,,
Ascot Vale,1 East St,1000000,Nelson,,,,,,,,
Ascot Vale,32 Geddes St,1110000,Nelson,,,,,,,,
Ascot Vale,30 Mirams St,1300000,Jellis,,,,,,,,
Ascot Vale,43 Mirams St,1060000,Nelson,,,,,,,,
Ascot Vale,45 Mirams St,1410000,Nelson,,,,,,,,
Ascot Vale,1 Bloomfield Rd,1305000,Barry,,,,,,,,
Ascot Vale,26 Milton St,932500,Nelson,,,,,,,,
Ascot Vale,10 Ayr St,965000,Alexkarbon,,,,,,,,
Ascot Vale,58 Bloomfield Rd,1215000,Stockdale,,,,,,,,
Ascot Vale,1/91 Epsom Rd,545000,Nelson,,,,,,,,
Ascot Vale,1 Myross Av,1800000,Brad,,,,,,,,
Ascot Vale,4/33 Sandown Rd,840000,Brad,,,,,,,,
Ascot Vale,5 Doncaster St,1705000,Jellis,,,,,,,,
Ascot Vale,6 McCully St,970000,Nelson,,,,,,,,
Ascot Vale,75 Munro St,925000,Barry,,,,,,,,
Ashburton,61 Dent St,2650000,Marshall,,,,,,,,
Ashburton,1 Wilgra Av,1820000,Marshall,,,,,,,,
Ashburton,69 Albion Rd,1670000,Jellis,,,,,,,,
Ashburton,1/17 Ashburn Gr,955000,Buxton,,,,,,,,
Ashburton,3/39 Solway St,2050000,Fletchers,,,,,,,,
Ashburton,101/218 High St,500000,Fletchers,,,,,,,,
Ashburton,51 Victory Bvd,1575000,Jellis,,,,,,,,
Ashburton,50 Warner Av,1991000,Jellis,,,,,,,,
Ashburton,2 Benghazi Av,1425000,Jellis,,,,,,,,
Ashburton,3 Dunlop St,1555000,Jellis,,,,,,,,
Ashburton,36 Morotai Av,1417000,Buxton,,,,,,,,
Ashburton,60 Munro Av,1850000,Fletchers,,,,,,,,
Ashburton,1/6 Crete Av,780000,Tim,,,,,,,,
Ashburton,69a Munro Av,1942000,Marshall,,,,,,,,
Ashburton,16a Nicholas St,1100000,Marshall,,,,,,,,
Ashburton,5 Nicholas St,1337000,Buxton,,,,,,,,
Ashburton,115 Ashburn Gr,2950000,hockingstuart,,,,,,,,
Ashburton,33 Eleanor St,2215000,Marshall,,,,,,,,
Ashburton,3a Mernda Av,1880000,Fletchers,,,,,,,,
Ashburton,1/1 Nairn St,1518000,Jellis,,,,,,,,
Ashburton,9 Gona Ct,1710000,hockingstuart,,,,,,,,
Ashburton,45 Yuile St,1655000,Jellis,,,,,,,,
Ashburton,1/24 Crete Av,1340000,Jellis,,,,,,,,
Ashburton,18 Alamein Av,1445000,Jellis,,,,,,,,
Ashburton,3 Lae Ct,1500000,Jellis,,,,,,,,
Ashburton,47 Yuile St,1550000,Marshall,,,,,,,,
Ashburton,36 Alamein Av,1356000,Jellis,,,,,,,,
Ashburton,6a Glen Rd,1662000,Jellis,,,,,,,,
Ashburton,18 Glen Rd,1665000,Jellis,,,,,,,,
Ashburton,95 Nicholas St,1445000,Jellis,,,,,,,,
Ashburton,34 Munro Av,1600000,Noel,,,,,,,,
Ashburton,2a Lancaster St,980000,Fletchers,,,,,,,,
Ashburton,1/1 Ramu Gr,1300000,Jellis,,,,,,,,
Ashburton,29A Yuile St,3510000,Jellis,,,,,,,,
Ashburton,50a Baker Pde,1730000,hockingstuart,,,,,,,,
Ashburton,3/75 Victory Bvd,968000,Jellis,,,,,,,,
Ashburton,2/17 Ashburn Gr,900000,Jellis,,,,,,,,
Ashburton,34 Morotai Av,1570000,Buxton,,,,,,,,
Ashburton,4 Baker Pde,1500000,hockingstuart,,,,,,,,
Ashburton,26 Tarakan Av,1360000,Tim,,,,,,,,
Ashburton,15 Comas Gr,2752000,Jellis,,,,,,,,
Ashburton,56 Gloucester Rd,1600000,Jellis,,,,,,,,
Ashburton,3 Mustang Ct,1500000,Jellis,,,,,,,,
Ashburton,3/4 Annetta Av,1430000,Jellis,,,,,,,,
Ashburton,20 Alamein Av,1601000,Tim,,,,,,,,
Ashburton,55 Alamein Av,1650000,Noel,,,,,,,,
Ashburton,63 Dent St,1800000,Jellis,,,,,,,,
Ashburton,16 Dunscombe Av,1610000,Jellis,,,,,,,,
Ashburton,4 Vears Rd,1830000,Jellis,,,,,,,,
Ashburton,14 Lucerne St,1415000,Buxton,,,,,,,,
Ashburton,5 Pitt St,1440000,Jellis,,,,,,,,
Ashburton,1/65 Ashburn Gr,1250000,Noel,,,,,,,,
Ashburton,12 Meaden St,1422000,Buxton,,,,,,,,
Ashburton,48 Nicholas St,1600000,Marshall,,,,,,,,
Ashburton,5 Taylor St,1860000,Jellis,,,,,,,,
Ashburton,1/7 Y St,1710000,Marshall,,,,,,,,
Ashburton,33 Highgate Gr,1790000,hockingstuart,,,,,,,,
Ashburton,9 Pitt St,1950000,Tim,,,,,,,,
Ashburton,9 Ward St,1600000,Fletchers,,,,,,,,
Ashburton,159 Ashburn Gr,1320000,Marshall,,,,,,,,
Ashburton,19 Poulter St,1650000,Marshall,,,,,,,,
Ashburton,15 Lancaster St,1280000,Fletchers,,,,,,,,
Ashwood,18 Teck St,995000,Tim,,,,,,,,
Ashwood,28 Raymond St,1250000,Woodards,,,,,,,,
Ashwood,31a Douglas St,1045000,Tim,,,,,,,,
Ashwood,1/53 Winbirra Pde,1200000,Purplebricks,,,,,,,,
Ashwood,18 Montrose St,1075000,Jellis,,,,,,,,
Ashwood,4 Scenic Dr,1500000,Fletchers,,,,,,,,
Ashwood,8 Rocklands Rd,1120000,Tim,,,,,,,,
Ashwood,1/7 Farmer St,700000,hockingstuart,,,,,,,,
Ashwood,1/136 High Street Rd,761000,Fletchers,,,,,,,,
Ashwood,10 Maroondah Rd,1270000,Buxton,,,,,,,,
Ashwood,4 Peppermint Ct,1510000,Buxton,,,,,,,,
Ashwood,35 Douglas St,1365000,Fletchers,,,,,,,,
Ashwood,95 Huntingdale Rd,1100000,Tim,,,,,,,,
Ashwood,2/25 May Park Av,675000,Buxton,,,,,,,,
Ashwood,50 Cassinia Av,1232800,Fletchers,,,,,,,,
Ashwood,12 Delta Av,1170000,Marshall,,,,,,,,
Ashwood,8 Maroondah Rd,1415000,Buxton,,,,,,,,
Ashwood,1/7 Murra Ct,690000,Ray,,,,,,,,
Ashwood,58 Ashwood Dr,1631000,Jellis,,,,,,,,
Ashwood,3 Harold St,1500000,Buxton,,,,,,,,
Ashwood,2/21 Electra Av,690000,Buxton,,,,,,,,
Ashwood,9 Katta Ct,1060000,Harcourts,,,,,,,,
Ashwood,44 Power Av,875000,Woodards,,,,,,,,
Ashwood,16 Scenic Dr,1529500,Buxton,,,,,,,,
Ashwood,13 Edmonds Av,1250000,Jellis,,,,,,,,
Ashwood,7 Jingella Av,1200000,Jellis,,,,,,,,
Ashwood,4/36 Queens Pde,600000,Noel,,,,,,,,
Ashwood,2/11 Salisbury Rd,980000,AIME,,,,,,,,
Ashwood,4/24 Mulgrave St,535000,Woodards,,,,,,,,
Ashwood,15b Rocklands Rd,1230000,Buxton,,,,,,,,
Ashwood,147 Huntingdale Rd,785000,Buxton,,,,,,,,
Ashwood,17 Parkhill Dr,1240000,Tim,,,,,,,,
Ashwood,2/6 Murra Ct,700000,hockingstuart,,,,,,,,
Ashwood,31a Shaw St,880000,Fletchers,,,,,,,,
Ashwood,1/27 Electra Av,675000,Buxton,,,,,,,,
Ashwood,12 Leonard St,1350000,Buxton,,,,,,,,
Ashwood,4 Teck St,1110000,Fletchers,,,,,,,,
Ashwood,14 Ashwood Dr,1305000,Jellis,,,,,,,,
Ashwood,1/2 Condah Ct,855000,Noel,,,,,,,,
Ashwood,44 Power Av,900000,Tim,,,,,,,,
Ashwood,6a Sylvan Cr,1400000,Buxton,,,,,,,,
Ashwood,2/2 Heather Av,964000,Tim,,,,,,,,
Ashwood,1/16 Raymond St,900500,Jellis,,,,,,,,
Ashwood,4 Newbury Ct,1200000,Buxton,,,,,,,,
Ashwood,2/53 Salisbury Rd,830000,Barry,,,,,,,,
Avondale Heights,13 MacEy Av,1310000,Jellis,,,,,,,,
Avondale Heights,8 Norma Ct,850000,Moonee,,,,,,,,
Avondale Heights,9 Rogerson St,750000,Moonee,,,,,,,,
Avondale Heights,157 Canning St,851000,Nelson,,,,,,,,
Avondale Heights,105 Canning St,848000,Nelson,,,,,,,,
Avondale Heights,36 Wood St,806000,Moonee,,,,,,,,
Avondale Heights,2 Arbor Tce,1155000,Nelson,,,,,,,,
Avondale Heights,3 Karen Ct,670000,Nelson,,,,,,,,
Avondale Heights,6 Lovett Dr,1200000,Nelson,,,,,,,,
Avondale Heights,12 Skewes St,636000,Nelson,,,,,,,,
Avondale Heights,16 Arcade Wy,655000,Nelson,,,,,,,,
Avondale Heights,68 Thompson St,680000,Nelson,,,,,,,,
Avondale Heights,14 Lovett Dr,1160000,Moonee,,,,,,,,
Avondale Heights,9 Arcade Wy,560000,Moonee,,,,,,,,
Avondale Heights,31 Duke St,750000,Barry,,,,,,,,
Avondale Heights,97 Military Rd,627500,Moonee,,,,,,,,
Avondale Heights,21 River Dr,880000,Moonee,,,,,,,,
Avondale Heights,43 Riverside Av,825000,Brad,,,,,,,,
Avondale Heights,35 Templewood Cr,1372000,Nelson,,,,,,,,
Avondale Heights,3 Clive Ct,950000,Moonee,,,,,,,,
Avondale Heights,40 Templewood Cr,1200000,Nelson,,,,,,,,
Avondale Heights,22 Warrick Ct,1600000,Nelson,,,,,,,,
Avondale Heights,15 Dumas Av,825000,Biggin,,,,,,,,
Avondale Heights,2/6 Nelson Ct,585000,Barry,,,,,,,,
Avondale Heights,129 Templewood Cr,1631000,Nelson,,,,,,,,
Avondale Heights,7 Monmouth St,650000,Moonee,,,,,,,,
Avondale Heights,15 River Dr,725000,Moonee,,,,,,,,
Avondale Heights,16a Arbor Tce,665000,Brad,,,,,,,,
Avondale Heights,40a Herbert St,560500,Nelson,,,,,,,,
Avondale Heights,185 Military Rd,615000,Moonee,,,,,,,,
Avondale Heights,33 Wood St,845000,Nelson,,,,,,,,
Avondale Heights,14 Herbert St,585000,Barry,,,,,,,,
Avondale Heights,2/10 Military Rd,440000,Nelson,,,,,,,,
Avondale Heights,9 Willow Dr,850000,Moonee,,,,,,,,
Avondale Heights,25 MacEy Av,775000,Brad,,,,,,,,
Avondale Heights,8 Westminster Dr,850000,Moonee,,,,,,,,
Avondale Heights,8 Herbert St,705000,Nelson,,,,,,,,
Avondale Heights,2 Hillman Ct,1100000,Brad,,,,,,,,
Avondale Heights,18 Langham St,710000,Moonee,,,,,,,,
Avondale Heights,20 Westminster Dr,892500,Nelson,,,,,,,,
Avondale Heights,23 River Dr,730000,Barry,,,,,,,,
Avondale Heights,17 Lacy St,790000,HAR,,,,,,,,
Avondale Heights,8 Moffat St,695000,HAR,,,,,,,,
Avondale Heights,1 Templewood Cr,855000,Nelson,,,,,,,,
Avondale Heights,1/24 Bordeaux St,522500,Nelson,,,,,,,,
Avondale Heights,7 Landau Pl,990000,Moonee,,,,,,,,
Avondale Heights,72 Military Rd,680000,Nelson,,,,,,,,
Avondale Heights,1/5 South Tce,500000,Nelson,,,,,,,,
Avondale Heights,1/4 Weyburn Pl,550000,Moonee,,,,,,,,
Avondale Heights,19 Clarendon St,730000,Jas,,,,,,,,
Avondale Heights,2 Drake Ct,875000,Edward,,,,,,,,
Avondale Heights,11 South Tce,850000,Moonee,,,,,,,,
Avondale Heights,61 Doyle St,635000,Moonee,,,,,,,,
Avondale Heights,109 North Rd,762000,Nelson,,,,,,,,
Avondale Heights,17 Cresswold Av,1215000,Moonee,,,,,,,,
Avondale Heights,1/1 Amis Cr,610000,Moonee,,,,,,,,
Avondale Heights,7 Arvern Av,815000,Moonee,,,,,,,,
Avondale Heights,17 Cannes Av,820000,Nelson,,,,,,,,
Avondale Heights,2/4 Carmyle Ct,411000,Barry,,,,,,,,
Avondale Heights,10 Intervale Dr,790000,Barry,,,,,,,,
Avondale Heights,328 Milleara Rd,605000,Barry,,,,,,,,
Avondale Heights,10 Skewes St,805000,Nelson,,,,,,,,
Avondale Heights,62 Skewes St,890000,Moonee,,,,,,,,
Avondale Heights,49 Rogerson St,795000,Barry,,,,,,,,
Avondale Heights,43 Skewes St,634000,Nelson,,,,,,,,
Avondale Heights,63 Doyle St,642000,Moonee,,,,,,,,
Avondale Heights,14 Laura Gr,730000,Moonee,,,,,,,,
Avondale Heights,235 Military Rd,863000,Barry,,,,,,,,
Avondale Heights,57 North Rd,740000,Moonee,,,,,,,,
Balaclava,18 Linton St,1819000,Gary,,,,,,,,
Balaclava,7/72 Grosvenor St,410000,hockingstuart,,,,,,,,
Balaclava,3/88 Grosvenor St,280000,hockingstuart,,,,,,,,
Balaclava,1/34 Gourlay St,1015000,Gary,,,,,,,,
Balaclava,7/38 Brighton Rd,438000,Beller,,,,,,,,
Balaclava,4/9 Gourlay St,502500,Buxton,,,,,,,,
Balaclava,1/22 Sycamore Gr,520000,Gary,,,,,,,,
Balaclava,6/23 Gourlay St,442000,Buxton,,,,,,,,
Balaclava,6 Blenheim St,1193000,McGrath,,,,,,,,
Balaclava,3/20 Orange Gr,416000,Chisholm,,,,,,,,
Balaclava,2/360 Carlisle St,820000,Gary,,,,,,,,
Balaclava,2/19 Camden St,474000,hockingstuart,,,,,,,,
Balaclava,1/17 Albion St,981000,Buxton,,,,,,,,
Balaclava,10 Grosvenor St,1690000,McGrath,,,,,,,,
Balaclava,3/33 Gourlay St,540000,McGrath,,,,,,,,
Balaclava,41 Marlborough St,1080000,Buxton,,,,,,,,
Balaclava,15/36 Brighton Rd,500000,Biggin,,,,,,,,
Balaclava,5/11 Albion St,497500,hockingstuart,,,,,,,,
Balwyn,166 Gordon St,2100000,Marshall,,,,,,,,
Balwyn,36 Narrak Rd,1800000,Marshall,,,,,,,,
Balwyn,2/16 Westminster St,1255000,Noel,,,,,,,,
Balwyn,2/74 Balwyn Rd,1070000,Philip,,,,,,,,
Balwyn,19 Belgrove Av,2200000,Marshall,,,,,,,,
Balwyn,26 Belgrove Av,2290000,Fletchers,,,,,,,,
Balwyn,112 Belmore Rd,2570000,RT,,,,,,,,
Balwyn,27 Bevan St,2400000,RW,,,,,,,,
Balwyn,129 Gordon St,2200000,North,,,,,,,,
Balwyn,4 Melba Ct,3250000,hockingstuart,,,,,,,,
Balwyn,5/14 Parring Rd,806000,Noel,,,,,,,,
Balwyn,349 Union Rd,4000000,Jellis,,,,,,,,
Balwyn,3/10 Westminster St,1215000,Jellis,,,,,,,,
Balwyn,22 Yongala St,2250000,Noel,,,,,,,,
Balwyn,120/188 Whitehorse Rd,450000,MICM,,,,,,,,
Balwyn,12/37 Banool Rd,1400000,Ascend,,,,,,,,
Balwyn,3/30 Cremorne St,812000,Jellis,,,,,,,,
Balwyn,137 Yarrbat Av,4260000,Marshall,,,,,,,,
Balwyn,9/5 Boston Rd,1140000,Nelson,,,,,,,,
Balwyn,17 Gordon St,2330000,Marshall,,,,,,,,
Balwyn,40 Metung St,2800000,Marshall,,,,,,,,
Balwyn,4/30 Weir St,605000,Marshall,,,,,,,,
Balwyn,1/37 Yongala St,1255000,Noel,,,,,,,,
Balwyn,142 Balwyn Rd,1850000,Fletchers,,,,,,,,
Balwyn,9/11 Parring Rd,805000,Noel,,,,,,,,
Balwyn,24 Bennett St,2000000,RT,,,,,,,,
Balwyn,4/3 King St,700000,Marshall,,,,,,,,
Balwyn,27 Nungerner St,2130000,Jellis,,,,,,,,
Balwyn,3/18 Weir St,500000,Marshall,,,,,,,,
Balwyn,3 Westminster St,2125000,Jellis,,,,,,,,
Balwyn,89 Yarrbat Av,4350000,Jellis,,,,,,,,
Balwyn,2/42 Talbot Av,648000,hockingstuart,,,,,,,,
Balwyn,13 Naroo St,1800000,Jellis,,,,,,,,
Balwyn,4/339 Union Rd,1020000,Marshall,,,,,,,,
Balwyn,101/201 Whitehorse Rd,635000,Fletchers,,,,,,,,
Balwyn,68 Elliott Av,2350000,Marshall,,,,,,,,
Balwyn,2/23 Northcote Av,1500000,Noel,,,,,,,,
Balwyn,6 Tonkin Av,1900000,Marshall,,,,,,,,
Balwyn,1/252 Union Rd,526000,hockingstuart,,,,,,,,
Balwyn,9/204 Whitehorse Rd,390000,Jellis,,,,,,,,
Balwyn,11 Belgrove Av,2950000,Jellis,,,,,,,,
Balwyn,1/18 Belmore Rd,905000,Kay,,,,,,,,
Balwyn,316 Belmore Rd,1750000,Ascend,,,,,,,,
Balwyn,11/22 Brenbeal St,760000,Christopher,,,,,,,,
Balwyn,7/1 Conway Cr,550000,Noel,,,,,,,,
Balwyn,18 Fitzgerald St,3180000,Kay,,,,,,,,
Balwyn,3/3 Iramoo St,1367000,Jellis,,,,,,,,
Balwyn,9/7 Kireep Rd,788000,Fletchers,,,,,,,,
Balwyn,18 Metung St,3600000,Marshall,,,,,,,,
Balwyn,25 Percy St,2550000,Marshall,,,,,,,,
Balwyn,2/111 Strabane Av,1050000,Marshall,,,,,,,,
Balwyn,11 Monash Av,3350000,hockingstuart,,,,,,,,
Balwyn,2/8 Evelina St,1400000,Noel,,,,,,,,
Balwyn,7/7 Kireep Rd,662500,Jellis,,,,,,,,
Balwyn,5 Millah Rd,3270000,Fletchers,,,,,,,,
Balwyn,3/4 Pretoria St,1280000,Noel,,,,,,,,
Balwyn,6/10 Brenbeal St,625000,Jellis,,,,,,,,
Balwyn,4/4 Raynes St,700000,Noel,,,,,,,,
Balwyn,3/5 Dunure Ct,1920000,Ray,,,,,,,,
Balwyn,1 Weston St,1860000,Marshall,,,,,,,,
Balwyn,38 Frederick St,2730000,RT,,,,,,,,
Balwyn,18 Linckens Cr,2410000,Jellis,,,,,,,,
Balwyn,7 May St,2530000,Marshall,,,,,,,,
Balwyn,7 Power St,2020000,Marshall,,,,,,,,
Balwyn,6/29 Weir St,460000,Jellis,,,,,,,,
Balwyn,150 Balwyn Rd,2250000,Jellis,,,,,,,,
Balwyn,3/94 Balwyn Rd,1053000,Fletchers,,,,,,,,
Balwyn,1/7 Boston Rd,1800000,Marshall,,,,,,,,
Balwyn,1/32 Yerrin St,1472000,Noel,,,,,,,,
Balwyn,53 Metung St,2120000,Jellis,,,,,,,,
Balwyn,35a Stroud St,1800000,Fletchers,,,,,,,,
Balwyn,87 Yerrin St,1910000,Jellis,,,,,,,,
Balwyn,5/95 Balwyn Rd,754000,Marshall,,,,,,,,
Balwyn,20 Henley St,1605000,Marshall,,,,,,,,
Balwyn,2 Birtles Ct,3000000,Jellis,,,,,,,,
Balwyn,49 Metung St,3400000,Jellis,,,,,,,,
Balwyn,110 Strabane Av,1490000,Fletchers,,,,,,,,
Balwyn,1/48 Talbot Av,905000,Jellis,,,,,,,,
Balwyn,29 Bevan St,2188000,Marshall,,,,,,,,
Balwyn,2/30 Kalimna St,755000,Noel,,,,,,,,
Balwyn,1 Knutsford St,2900000,Marshall,,,,,,,,
Balwyn,34 Monash Av,1947000,Morrison,,,,,,,,
Balwyn,262 Union Rd,3290000,Jellis,,,,,,,,
Balwyn,25 Kalimna St,2665000,Jellis,,,,,,,,
Balwyn,7 Naroo St,1801000,Noel,,,,,,,,
Balwyn,6/11 Yarrbat Av,1100000,Jellis,,,,,,,,
Balwyn,27 Metung St,2410000,Fletchers,,,,,,,,
Balwyn,4/35 Weir St,650000,Jellis,,,,,,,,
Balwyn,14 Kinsale Cr,1820000,Marshall,,,,,,,,
Balwyn,34 Nott St,2275000,Jellis,,,,,,,,
Balwyn,275 Union Rd,2810000,Jellis,,,,,,,,
Balwyn,3/14 Weir St,1385000,Jellis,,,,,,,,
Balwyn,1 Prowse Av,4600000,Philip,,,,,,,,
Balwyn,26 Wills St,2000000,hockingstuart,,,,,,,,
Balwyn,165 Balwyn Rd,1900000,Mandy,,,,,,,,
Balwyn,17 Knutsford St,3401000,Jellis,,,,,,,,
Balwyn,47 Naroo St,1750000,Jellis,,,,,,,,
